reg,date,hosp_obs
76,2020-07-02,0
76,2020-07-03,2
76,2020-07-04,2
76,2020-07-05,0
84,2020-03-01,8
84,2020-03-02,10
84,2020-03-03,4
84,2020-03-04,10
84,2020-03-05,14
84,2020-03-06,16
84,2020-03-07,10
84,2020-03-08,7
84,2020-03-09,18
84,2020-03-10,18
84,2020-03-11,30
84,2020-03-12,26
84,2020-03-13,46
84,2020-03-14,26
84,2020-03-15,45
84,2020-03-16,109
84,2020-03-17,85
84,2020-03-18,212
84,2020-03-19,138
84,2020-03-20,184
84,2020-03-21,153
84,2020-03-22,187
84,2020-03-23,256
84,2020-03-24,258
84,2020-03-25,324
84,2020-03-26,360
84,2020-03-27,399
84,2020-03-28,267
84,2020-03-29,255
84,2020-03-30,351
84,2020-03-31,318
84,2020-04-01,242
84,2020-04-02,289
84,2020-04-03,261
84,2020-04-04,195
84,2020-04-05,155
84,2020-04-06,231
84,2020-04-07,200
84,2020-04-08,178
84,2020-04-09,209
84,2020-04-10,207
84,2020-04-11,111
84,2020-04-12,95
84,2020-04-13,116
84,2020-04-14,164
84,2020-04-15,168
84,2020-04-16,132
84,2020-04-17,148
84,2020-04-18,95
84,2020-04-19,58
84,2020-04-20,124
84,2020-04-21,110
84,2020-04-22,99
84,2020-04-23,101
84,2020-04-24,88
84,2020-04-25,53
84,2020-04-26,44
84,2020-04-27,73
84,2020-04-28,85
84,2020-04-29,55
84,2020-04-30,68
84,2020-05-01,51
84,2020-05-02,39
84,2020-05-03,39
84,2020-05-04,42
84,2020-05-05,44
84,2020-05-06,31
84,2020-05-07,51
84,2020-05-08,19
84,2020-05-09,22
84,2020-05-10,26
84,2020-05-11,35
84,2020-05-12,32
84,2020-05-13,32
84,2020-05-14,23
84,2020-05-15,37
84,2020-05-16,15
84,2020-05-17,16
84,2020-05-18,24
84,2020-05-19,16
84,2020-05-20,22
84,2020-05-21,18
84,2020-05-22,24
84,2020-05-23,12
84,2020-05-24,6
84,2020-05-25,22
84,2020-05-26,17
84,2020-05-27,6
84,2020-05-28,9
84,2020-05-29,13
84,2020-05-30,7
84,2020-05-31,11
84,2020-06-01,5
84,2020-06-02,9
84,2020-06-03,8
84,2020-06-04,6
84,2020-06-05,4
84,2020-06-06,10
84,2020-06-07,2
84,2020-06-08,4
84,2020-06-09,5
84,2020-06-10,6
84,2020-06-11,5
84,2020-06-12,4
84,2020-06-13,2
84,2020-06-14,10
84,2020-06-15,10
84,2020-06-16,7
84,2020-06-17,4
84,2020-06-18,8
84,2020-06-19,5
84,2020-06-20,3
84,2020-06-21,7
84,2020-06-22,3
84,2020-06-23,3
84,2020-06-24,3
84,2020-06-25,7
84,2020-06-26,4
84,2020-06-27,6
84,2020-06-28,5
84,2020-06-29,7
84,2020-06-30,3
84,2020-07-01,4
84,2020-07-02,4
84,2020-07-03,5
84,2020-07-04,1
84,2020-07-05,1
93,2020-03-01,2
93,2020-03-02,3
93,2020-03-03,6
93,2020-03-04,6
93,2020-03-05,7
93,2020-03-06,4
93,2020-03-07,16
93,2020-03-08,18
93,2020-03-09,20
93,2020-03-10,15
93,2020-03-11,30
93,2020-03-12,56
93,2020-03-13,58
93,2020-03-14,42
93,2020-03-15,46
93,2020-03-16,43
93,2020-03-17,67
93,2020-03-18,69
93,2020-03-19,92
93,2020-03-20,115
93,2020-03-21,100
93,2020-03-22,84
93,2020-03-23,183
93,2020-03-24,148
93,2020-03-25,165
93,2020-03-26,198
93,2020-03-27,209
93,2020-03-28,197
93,2020-03-29,166
93,2020-03-30,193
93,2020-03-31,170
93,2020-04-01,201
93,2020-04-02,183
93,2020-04-03,169
93,2020-04-04,132
93,2020-04-05,92
93,2020-04-06,126
93,2020-04-07,180
93,2020-04-08,111
93,2020-04-09,167
93,2020-04-10,111
93,2020-04-11,95
93,2020-04-12,182
93,2020-04-13,89
93,2020-04-14,104
93,2020-04-15,116
93,2020-04-16,111
93,2020-04-17,101
93,2020-04-18,63
93,2020-04-19,64
93,2020-04-20,93
93,2020-04-21,107
93,2020-04-22,77
93,2020-04-23,86
93,2020-04-24,72
93,2020-04-25,50
93,2020-04-26,47
93,2020-04-27,61
93,2020-04-28,54
93,2020-04-29,46
93,2020-04-30,49
93,2020-05-01,32
93,2020-05-02,35
93,2020-05-03,27
93,2020-05-04,34
93,2020-05-05,41
93,2020-05-06,34
93,2020-05-07,33
93,2020-05-08,18
93,2020-05-09,30
93,2020-05-10,16
93,2020-05-11,25
93,2020-05-12,19
93,2020-05-13,20
93,2020-05-14,18
93,2020-05-15,15
93,2020-05-16,15
93,2020-05-17,13
93,2020-05-18,21
93,2020-05-19,15
93,2020-05-20,9
93,2020-05-21,6
93,2020-05-22,21
93,2020-05-23,6
93,2020-05-24,6
93,2020-05-25,9
93,2020-05-26,10
93,2020-05-27,6
93,2020-05-28,6
93,2020-05-29,10
93,2020-05-30,12
93,2020-05-31,7
93,2020-06-01,6
93,2020-06-02,6
93,2020-06-03,6
93,2020-06-04,12
93,2020-06-05,10
93,2020-06-06,4
93,2020-06-07,2
93,2020-06-08,6
93,2020-06-09,5
93,2020-06-10,4
93,2020-06-11,6
93,2020-06-12,3
93,2020-06-13,4
93,2020-06-14,8
93,2020-06-15,1
93,2020-06-16,5
93,2020-06-17,5
93,2020-06-18,3
93,2020-06-19,5
93,2020-06-20,4
93,2020-06-21,1
93,2020-06-22,1
93,2020-06-23,1
93,2020-06-24,2
93,2020-06-25,3
93,2020-06-26,4
93,2020-06-27,0
93,2020-06-28,4
93,2020-06-29,2
93,2020-06-30,1
93,2020-07-01,2
93,2020-07-02,1
93,2020-07-03,3
93,2020-07-04,0
93,2020-07-05,4
94,2020-03-01,0
94,2020-03-02,0
94,2020-03-03,0
94,2020-03-04,0
94,2020-03-05,1
94,2020-03-06,7
94,2020-03-07,3
94,2020-03-08,1
94,2020-03-09,4
94,2020-03-10,2
94,2020-03-11,1
94,2020-03-12,11
94,2020-03-13,9
94,2020-03-14,0
94,2020-03-15,3
94,2020-03-16,2
94,2020-03-17,27
94,2020-03-18,22
94,2020-03-19,7
94,2020-03-20,10
94,2020-03-21,9
94,2020-03-22,7
94,2020-03-23,12
94,2020-03-24,13
94,2020-03-25,14
94,2020-03-26,5
94,2020-03-27,13
94,2020-03-28,5
94,2020-03-29,4
94,2020-03-30,5
94,2020-03-31,9
94,2020-04-01,3
94,2020-04-02,9
94,2020-04-03,4
94,2020-04-04,6
94,2020-04-05,1
94,2020-04-06,1
94,2020-04-07,4
94,2020-04-08,4
94,2020-04-09,2
94,2020-04-10,3
94,2020-04-11,5
94,2020-04-12,4
94,2020-04-13,4
94,2020-04-14,2
94,2020-04-15,5
94,2020-04-16,1
94,2020-04-17,1
94,2020-04-18,5
94,2020-04-19,8
94,2020-04-20,2
94,2020-04-21,3
94,2020-04-22,2
94,2020-04-23,2
94,2020-04-24,2
94,2020-04-25,1
94,2020-04-26,1
94,2020-04-27,0
94,2020-04-28,2
94,2020-04-29,4
94,2020-04-30,3
94,2020-05-01,1
94,2020-05-02,0
94,2020-05-03,0
94,2020-05-04,0
94,2020-05-05,0
94,2020-05-06,0
94,2020-05-07,0
94,2020-05-08,1
94,2020-05-09,0
94,2020-05-10,1
94,2020-05-11,2
94,2020-05-12,1
94,2020-05-13,0
94,2020-05-14,0
94,2020-05-15,0
94,2020-05-16,1
94,2020-05-17,1
94,2020-05-18,1
94,2020-05-19,0
94,2020-05-20,0
94,2020-05-21,0
94,2020-05-22,0
94,2020-05-23,0
94,2020-05-24,0
94,2020-05-25,1
94,2020-05-26,0
94,2020-05-27,0
94,2020-05-28,1
94,2020-05-29,1
94,2020-05-30,0
94,2020-05-31,0
94,2020-06-01,0
94,2020-06-02,0
94,2020-06-03,0
94,2020-06-04,0
94,2020-06-05,1
94,2020-06-06,1
94,2020-06-07,0
94,2020-06-08,0
94,2020-06-09,0
94,2020-06-10,0
94,2020-06-11,0
94,2020-06-12,0
94,2020-06-13,0
94,2020-06-14,0
94,2020-06-15,0
94,2020-06-16,0
94,2020-06-17,0
94,2020-06-18,0
94,2020-06-19,0
94,2020-06-20,0
94,2020-06-21,0
94,2020-06-22,0
94,2020-06-23,0
94,2020-06-24,0
94,2020-06-25,0
94,2020-06-26,0
94,2020-06-27,0
94,2020-06-28,0
94,2020-06-29,0
94,2020-06-30,0
94,2020-07-01,0
94,2020-07-02,0
94,2020-07-03,1
94,2020-07-04,0
94,2020-07-05,0
