S_no_vax_0,S_no_vax_1,S_no_vax_2,S_no_vax_3,S_vax_0,S_vax_1,S_vax_2,S_vax_3,E_wild_0,E_wild_1,E_wild_2,E_wild_3,E_VOC_0,E_VOC_1,E_VOC_2,E_VOC_3,E_wild_vax_0,E_wild_vax_1,E_wild_vax_2,E_wild_vax_3,E_VOC_vax_0,E_VOC_vax_1,E_VOC_vax_2,E_VOC_vax_3,I_p_wild_0,I_p_wild_1,I_p_wild_2,I_p_wild_3,I_p_VOC_0,I_p_VOC_1,I_p_VOC_2,I_p_VOC_3,I_p_wild_vax_0,I_p_wild_vax_1,I_p_wild_vax_2,I_p_wild_vax_3,I_p_VOC_vax_0,I_p_VOC_vax_1,I_p_VOC_vax_2,I_p_VOC_vax_3,I_as_wild_0,I_as_wild_1,I_as_wild_2,I_as_wild_3,I_as_VOC_0,I_as_VOC_1,I_as_VOC_2,I_as_VOC_3,I_as_wild_vax_0,I_as_wild_vax_1,I_as_wild_vax_2,I_as_wild_vax_3,I_as_VOC_vax_0,I_as_VOC_vax_1,I_as_VOC_vax_2,I_as_VOC_vax_3,I_ps_wild_0,I_ps_wild_1,I_ps_wild_2,I_ps_wild_3,I_ps_VOC_0,I_ps_VOC_1,I_ps_VOC_2,I_ps_VOC_3,I_ps_wild_vax_0,I_ps_wild_vax_1,I_ps_wild_vax_2,I_ps_wild_vax_3,I_ps_VOC_vax_0,I_ps_VOC_vax_1,I_ps_VOC_vax_2,I_ps_VOC_vax_3,I_ms_wild_0,I_ms_wild_1,I_ms_wild_2,I_ms_wild_3,I_ms_VOC_0,I_ms_VOC_1,I_ms_VOC_2,I_ms_VOC_3,I_ms_wild_vax_0,I_ms_wild_vax_1,I_ms_wild_vax_2,I_ms_wild_vax_3,I_ms_VOC_vax_0,I_ms_VOC_vax_1,I_ms_VOC_vax_2,I_ms_VOC_vax_3,I_ss_wild_0,I_ss_wild_1,I_ss_wild_2,I_ss_wild_3,I_ss_VOC_0,I_ss_VOC_1,I_ss_VOC_2,I_ss_VOC_3,I_ss_wild_vax_0,I_ss_wild_vax_1,I_ss_wild_vax_2,I_ss_wild_vax_3,I_ss_VOC_vax_0,I_ss_VOC_vax_1,I_ss_VOC_vax_2,I_ss_VOC_vax_3,H_wild_0,H_wild_1,H_wild_2,H_wild_3,H_VOC_0,H_VOC_1,H_VOC_2,H_VOC_3,H_wild_vax_0,H_wild_vax_1,H_wild_vax_2,H_wild_vax_3,H_VOC_vax_0,H_VOC_vax_1,H_VOC_vax_2,H_VOC_vax_3,R_wild_0,R_wild_1,R_wild_2,R_wild_3,R_VOC_0,R_VOC_1,R_VOC_2,R_VOC_3,R_wild_vax_0,R_wild_vax_1,R_wild_vax_2,R_wild_vax_3,R_VOC_vax_0,R_VOC_vax_1,R_VOC_vax_2,R_VOC_vax_3
1375690.0,1275695.0,4831657,1666635,0.0,0.0,0.0,0.0,946,1856,8957,1134,957,1934,8376,1071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433,891,4056,506,366,793,3008,397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282,547,2550,340,206,462,1608,199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454,889,840,99,350,569,555,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3270,271,0.0,0.0,2126,97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121,128,0.0,0.0,124,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132,127,0.0,0.0,103,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206734,260158,2354962,214696,3582,6206,27555,3970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1369193.0,1213558.0,5059630,1648756,0.0,0.0,0.0,0.0,1025,2193,8258,1107,987,1683,6797,986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435,967,4056,536,288,690,2772,425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268,552,2608,290,226,432,1624,236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472,737,835,125,311,608,530,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3299,255,0.0,0.0,2066,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129,125,0.0,0.0,149,154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144,129,0.0,0.0,118,131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213723,322191,2126118,233148,3072,6389,30867,3401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1399739.0,1222733.0,5215873,1653983,0.0,0.0,0.0,0.0,1091,1832,9596,1046,932,1942,7652,917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444,885,4000,559,367,697,2160,402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271,629,2762,342,184,399,1865,186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,469,877,734,102,372,552,441,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3099,252,0.0,0.0,2177,114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102,121,0.0,0.0,105,150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121,168,0.0,0.0,124,126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182969,312181,1970222,228326,3162,7273,28967,3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1371234.0,1241516.0,5092239,1649945,0.0,0.0,0.0,0.0,1012,1921,8641,1097,801,1930,8690,936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440,945,3903,566,326,753,3146,397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307,554,2571,294,227,407,1846,190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452,983,822,106,330,694,582,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3156,262,0.0,0.0,2169,119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116,110,0.0,0.0,121,138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105,156,0.0,0.0,142,135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211262,293449,2094793,231673,3609,6848,26958,3806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1383676.0,1198673.0,5069962,1666131,0.0,0.0,0.0,0.0,1078,1934,8605,1217,927,1913,8493,950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460,859,3398,481,303,731,2802,390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286,623,2784,348,217,366,1695,221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467,885,654,102,301,673,528,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2975,289,0.0,0.0,1946,125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112,125,0.0,0.0,111,142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122,122,0.0,0.0,120,124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199468,336753,2116996,215523,2817,6590,28697,3630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1373085.0,1223330.0,5208237,1659654,0.0,0.0,0.0,0.0,1091,1797,9555,1201,882,1750,6408,1055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410,949,4213,614,356,657,3199,423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313,587,2806,350,213,438,1958,235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475,859,775,106,292,626,565,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3202,255,0.0,0.0,2398,127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121,129,0.0,0.0,139,134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121,148,0.0,0.0,126,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209711,312065,1972815,221647,3172,6942,33362,3759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1368616.0,1227272.0,5265990,1655494,0.0,0.0,0.0,0.0,1105,1823,8875,1059,942,1918,9254,936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502,806,3704,430,351,694,3217,407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301,615,2656,339,265,432,1934,228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417,850,814,94,258,601,506,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2634,249,0.0,0.0,1674,114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110,131,0.0,0.0,157,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120,149,0.0,0.0,123,121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214330,308241,1915142,226154,2913,6748,33090,3886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1361963.0,1255657.0,5084678,1662774,0.0,0.0,0.0,0.0,1137,1958,8340,1092,905,1745,7437,1064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455,846,3775,489,363,690,2726,374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,322,637,2728,280,209,374,1686,238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522,891,755,78,317,648,547,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3203,273,0.0,0.0,1929,133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112,140,0.0,0.0,100,116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133,95,0.0,0.0,131,125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220462,280863,2102392,219901,3345,5691,29328,2780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1387201.0,1181656.0,4978457,1660192,0.0,0.0,0.0,0.0,1002,1676,9960,1197,988,1482,7716,1048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426,927,3718,473,420,607,3183,387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291,578,2493,357,202,345,1646,218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420,801,912,91,315,512,609,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3436,273,0.0,0.0,1977,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114,102,0.0,0.0,117,166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98,131,0.0,0.0,138,169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195281,354939,2202240,221516,3454,6477,33186,3503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1392137.0,1262502.0,5030142,1657895,0.0,0.0,0.0,0.0,924,2117,9332,1241,860,1977,9164,881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405,919,3859,471,339,758,3037,393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293,585,2595,308,209,424,1712,230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500,948,868,97,332,552,550,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3040,276,0.0,0.0,1950,132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134,131,0.0,0.0,130,153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125,133,0.0,0.0,140,141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190482,272780,2153694,223864,3519,6438,29528,3586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1389307.0,1243426.0,5032190,1660683,0.0,0.0,0.0,0.0,999,2198,8172,1124,1032,1916,8431,977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448,752,3749,458,375,596,3103,447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253,588,2581,340,225,329,1646,201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437,768,774,111,316,620,533,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3065,268,0.0,0.0,2317,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112,128,0.0,0.0,160,122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98,130,0.0,0.0,107,129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192811,291885,2153314,221182,3797,6922,29648,3504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1373227.0,1258040.0,5156246,1650322,0.0,0.0,0.0,0.0,1026,1915,8876,1218,841,1691,7566,887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,479,773,3766,447,364,700,3353,375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294,544,2697,332,200,472,1787,202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420,792,895,91,293,554,547,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2871,270,0.0,0.0,1829,140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107,126,0.0,0.0,131,143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109,153,0.0,0.0,120,131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210120,278271,2027052,231204,2736,6248,32048,3870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1389076.0,1243237.0,5117695,1669546,0.0,0.0,0.0,0.0,1045,1745,9073,1072,1043,1990,7847,1012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520,925,3961,485,372,648,2871,417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301,576,2520,351,187,446,1657,198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441,918,800,101,313,600,481,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3408,270,0.0,0.0,2137,140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122,129,0.0,0.0,131,134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121,127,0.0,0.0,126,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193215,292292,2065366,212055,3487,6623,31684,3782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1388714.0,1255300.0,5094047,1652498,0.0,0.0,0.0,0.0,913,1805,8897,1118,1032,1795,7869,949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493,778,3898,529,353,743,3381,344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233,578,2828,367,169,410,1906,216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429,880,735,88,293,684,562,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2731,279,0.0,0.0,1998,136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133,127,0.0,0.0,123,130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135,144,0.0,0.0,117,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194227,279977,2089700,229369,3144,7050,30940,3520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1383374.0,1209788.0,5048557,1660056,0.0,0.0,0.0,0.0,1084,2001,8634,1099,947,1885,7005,1029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434,797,3771,523,339,688,3411,399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311,654,2898,357,233,402,1429,215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422,900,881,111,267,584,545,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2944,262,0.0,0.0,1974,121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112,102,0.0,0.0,132,139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106,146,0.0,0.0,120,141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199715,326011,2138935,221662,2874,6290,28546,3554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1370134.0,1249427.0,4958297,1630574,0.0,0.0,0.0,0.0,1030,2114,8840,1150,909,1911,7376,1025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,482,862,4257,426,415,782,3292,373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266,588,2773,338,195,375,1920,210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451,891,763,106,315,653,554,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2796,294,0.0,0.0,2366,156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107,126,0.0,0.0,128,140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141,134,0.0,0.0,121,119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212895,285678,2227807,251221,2908,6719,28462,3531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1391537.0,1229337.0,5043140,1648619,0.0,0.0,0.0,0.0,975,1958,9166,1154,889,1649,8169,862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,496,794,3775,526,387,693,3389,325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259,620,2841,355,212,392,1918,193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442,788,847,110,304,556,592,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2860,254,0.0,0.0,1877,116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116,122,0.0,0.0,135,122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126,135,0.0,0.0,104,135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191059,306250,2138298,233413,3440,6963,32647,3483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1400862.0,1253114.0,5259956,1644490,0.0,0.0,0.0,0.0,1042,1915,9111,1126,924,1883,8107,896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428,792,3479,514,376,554,3091,307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278,566,2818,348,220,407,1847,217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,488,867,662,85,289,529,598,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2892,270,0.0,0.0,1912,111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,123,0.0,0.0,130,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112,126,0.0,0.0,140,141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181994,282595,1925864,237680,3099,6778,29180,3390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1375523.0,1256543.0,5186232,1659421,0.0,0.0,0.0,0.0,944,2000,8890,1190,1063,1822,8451,1045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393,850,3641,543,330,605,2729,422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321,505,2659,326,216,430,1519,215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430,905,769,108,339,625,474,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2818,301,0.0,0.0,2063,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141,125,0.0,0.0,135,145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141,136,0.0,0.0,117,124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207116,278467,1998045,221663,3325,7248,31176,4041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1389107.0,1245828.0,5013161,1657894,0.0,0.0,0.0,0.0,1111,1836,8562,1010,1016,1649,8600,1005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418,837,3608,481,371,706,3076,364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279,550,2983,312,262,460,1805,204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445,746,754,95,280,638,517,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,241,0.0,0.0,2140,140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122,121,0.0,0.0,140,139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122,128,0.0,0.0,136,107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193546,290107,2171124,224124,3165,6643,30150,3565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1368533.0,1239126.0,5167246,1656631,0.0,0.0,0.0,0.0,1103,2037,9556,1098,847,1558,7778,911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465,863,3877,433,349,679,3034,396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316,567,2978,306,225,378,1524,228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,419,859,734,89,292,678,626,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2901,244,0.0,0.0,2381,130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135,140,0.0,0.0,148,106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,144,0.0,0.0,128,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213675,296345,2017770,225321,3776,6910,29042,3654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1389240.0,1234703.0,5130407,1666407,0.0,0.0,0.0,0.0,1061,1878,8175,1075,853,1611,8691,775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489,713,4082,435,333,732,2937,402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334,617,2911,325,227,425,1807,211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461,923,868,98,288,561,538,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3081,266,0.0,0.0,2133,114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89,115,0.0,0.0,145,162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103,106,0.0,0.0,133,97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193159,301458,2055036,215870,3555,6379,28864,3459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1352843.0,1207484.0,4976854,1654946,0.0,0.0,0.0,0.0,988,1892,8844,1154,996,1677,7751,1010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,469,881,3696,428,352,708,3179,351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316,558,2596,303,197,441,1912,174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464,932,790,98,372,615,467,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3445,271,0.0,0.0,1964,110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134,115,0.0,0.0,131,127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109,96,0.0,0.0,135,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229495,328484,2204404,226946,3508,6328,33589,3703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1389580.0,1268726.0,5157824,1672994,0.0,0.0,0.0,0.0,1130,2070,8852,994,865,1885,8579,911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478,958,3703,466,325,657,2872,407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337,583,2539,310,218,357,1703,198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446,915,741,95,312,633,455,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3405,236,0.0,0.0,2030,122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131,123,0.0,0.0,150,121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113,142,0.0,0.0,122,134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193068,266432,2026647,209416,3241,6784,30134,3251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1374637.0,1249893.0,5098756,1658291,0.0,0.0,0.0,0.0,1073,2020,8875,1071,1013,1730,8573,872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397,811,3767,447,369,750,3015,382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299,566,2792,324,201,456,1605,168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417,862,848,117,313,574,530,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2933,285,0.0,0.0,2126,141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117,116,0.0,0.0,99,152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123,118,0.0,0.0,139,141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207865,285654,2086152,223605,3416,6684,29550,3699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1381430.0,1195936.0,5173463,1659360,0.0,0.0,0.0,0.0,994,2058,9213,1036,1024,1569,7498,952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430,929,3943,493,351,640,3110,386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307,590,2671,324,195,435,1824,209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435,780,786,98,305,644,544,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2922,275,0.0,0.0,1866,136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98,122,0.0,0.0,122,132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146,160,0.0,0.0,130,143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201272,339516,2010917,222616,3257,6903,30747,3501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1401113.0,1214723.0,5016653,1661268,0.0,0.0,0.0,0.0,1083,2141,9154,1149,957,1862,8494,1083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475,898,3510,422,321,763,3512,369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352,555,2807,287,179,405,1825,204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505,883,750,97,290,550,499,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2790,265,0.0,0.0,1986,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120,136,0.0,0.0,98,170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129,147,0.0,0.0,108,124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181261,320482,2167880,220195,3464,6738,29685,3888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
