S_no_vax_0,S_no_vax_1,S_no_vax_2,S_no_vax_3,S_vax_0,S_vax_1,S_vax_2,S_vax_3,E_wild_0,E_wild_1,E_wild_2,E_wild_3,E_VOC_0,E_VOC_1,E_VOC_2,E_VOC_3,E_wild_vax_0,E_wild_vax_1,E_wild_vax_2,E_wild_vax_3,E_VOC_vax_0,E_VOC_vax_1,E_VOC_vax_2,E_VOC_vax_3,I_p_wild_0,I_p_wild_1,I_p_wild_2,I_p_wild_3,I_p_VOC_0,I_p_VOC_1,I_p_VOC_2,I_p_VOC_3,I_p_wild_vax_0,I_p_wild_vax_1,I_p_wild_vax_2,I_p_wild_vax_3,I_p_VOC_vax_0,I_p_VOC_vax_1,I_p_VOC_vax_2,I_p_VOC_vax_3,I_as_wild_0,I_as_wild_1,I_as_wild_2,I_as_wild_3,I_as_VOC_0,I_as_VOC_1,I_as_VOC_2,I_as_VOC_3,I_as_wild_vax_0,I_as_wild_vax_1,I_as_wild_vax_2,I_as_wild_vax_3,I_as_VOC_vax_0,I_as_VOC_vax_1,I_as_VOC_vax_2,I_as_VOC_vax_3,I_ps_wild_0,I_ps_wild_1,I_ps_wild_2,I_ps_wild_3,I_ps_VOC_0,I_ps_VOC_1,I_ps_VOC_2,I_ps_VOC_3,I_ps_wild_vax_0,I_ps_wild_vax_1,I_ps_wild_vax_2,I_ps_wild_vax_3,I_ps_VOC_vax_0,I_ps_VOC_vax_1,I_ps_VOC_vax_2,I_ps_VOC_vax_3,I_ms_wild_0,I_ms_wild_1,I_ms_wild_2,I_ms_wild_3,I_ms_VOC_0,I_ms_VOC_1,I_ms_VOC_2,I_ms_VOC_3,I_ms_wild_vax_0,I_ms_wild_vax_1,I_ms_wild_vax_2,I_ms_wild_vax_3,I_ms_VOC_vax_0,I_ms_VOC_vax_1,I_ms_VOC_vax_2,I_ms_VOC_vax_3,I_ss_wild_0,I_ss_wild_1,I_ss_wild_2,I_ss_wild_3,I_ss_VOC_0,I_ss_VOC_1,I_ss_VOC_2,I_ss_VOC_3,I_ss_wild_vax_0,I_ss_wild_vax_1,I_ss_wild_vax_2,I_ss_wild_vax_3,I_ss_VOC_vax_0,I_ss_VOC_vax_1,I_ss_VOC_vax_2,I_ss_VOC_vax_3,H_wild_0,H_wild_1,H_wild_2,H_wild_3,H_VOC_0,H_VOC_1,H_VOC_2,H_VOC_3,H_wild_vax_0,H_wild_vax_1,H_wild_vax_2,H_wild_vax_3,H_VOC_vax_0,H_VOC_vax_1,H_VOC_vax_2,H_VOC_vax_3,R_wild_0,R_wild_1,R_wild_2,R_wild_3,R_VOC_0,R_VOC_1,R_VOC_2,R_VOC_3,R_wild_vax_0,R_wild_vax_1,R_wild_vax_2,R_wild_vax_3,R_VOC_vax_0,R_VOC_vax_1,R_VOC_vax_2,R_VOC_vax_3
1389638.0,1230250.0,5041771,1676106,0.0,0.0,0.0,0.0,1134,1782,8830,1032,843,1776,7735,923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422,911,3810,518,359,620,3142,362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338,686,2797,365,227,400,1878,167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459,874,715,111,305,632,575,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3172,226,0.0,0.0,1988,122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129,117,0.0,0.0,149,127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138,140,0.0,0.0,130,134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192832,305684,2143866,205613,3443,6385,29175,3878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1364149.0,1213716.0,5076942,1657255,0.0,0.0,0.0,0.0,1039,2148,9076,846,966,1598,7933,1050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383,861,3790,468,409,797,2734,399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297,605,2541,335,221,422,1778,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,436,882,976,104,260,557,503,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3003,267,0.0,0.0,1840,141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103,131,0.0,0.0,118,136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113,146,0.0,0.0,148,124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218135,322499,2106931,224787,3705,5915,31471,3526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1386640.0,1165927.0,5071449,1653893,0.0,0.0,0.0,0.0,1105,1831,8275,1073,831,1768,7762,1036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425,996,3827,481,362,709,3195,387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290,573,2642,311,208,390,1841,240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509,782,770,69,306,597,516,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3087,253,0.0,0.0,2136,122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134,130,0.0,0.0,111,131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136,162,0.0,0.0,120,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196036,369258,2112543,227822,3288,7169,31456,3726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1388007.0,1232399.0,5091856,1642441,0.0,0.0,0.0,0.0,1035,2104,9312,1140,970,1910,7609,1138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457,775,3700,504,403,618,2842,347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362,498,2919,305,212,434,1914,217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,468,771,804,86,305,659,581,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3147,280,0.0,0.0,1829,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124,112,0.0,0.0,144,127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117,101,0.0,0.0,117,110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194373,303586,2091605,239568,3408,6246,31380,3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1396734.0,1224058.0,5415926,1681177,0.0,0.0,0.0,0.0,1094,2067,8674,1153,901,1811,6878,956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441,834,3997,485,363,774,2579,395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284,507,2432,340,178,400,1822,236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421,887,772,89,329,591,622,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2783,248,0.0,0.0,1917,141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105,114,0.0,0.0,117,114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126,131,0.0,0.0,116,143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185950,311617,1770716,200474,3305,6454,30418,3735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1391133.0,1215201.0,5014311,1652411,0.0,0.0,0.0,0.0,990,2274,8621,1048,771,1931,7404,897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446,852,3893,508,380,718,3318,361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280,653,2158,346,219,423,1782,227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,463,840,825,93,295,553,560,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2886,232,0.0,0.0,2023,131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96,115,0.0,0.0,156,126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144,134,0.0,0.0,130,132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191984,319920,2171445,229746,3039,6635,30248,3423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1342408.0,1248035.0,5208750,1663254,0.0,0.0,0.0,0.0,1051,2008,9196,1106,894,1980,6296,910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497,815,3476,460,294,711,3026,369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301,582,2721,353,211,413,1913,237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451,863,805,93,290,652,373,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3114,295,0.0,0.0,2115,134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115,140,0.0,0.0,130,125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114,126,0.0,0.0,125,139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239851,286168,1977000,218319,3752,7773,30731,3865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1387726.0,1240889.0,4901967,1654894,0.0,0.0,0.0,0.0,975,1955,8846,1206,1031,1792,8890,929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442,841,3858,488,404,716,3290,349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327,564,2596,345,185,368,1962,232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444,894,808,94,319,538,582,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3496,250,0.0,0.0,2043,136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128,122,0.0,0.0,139,147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125,140,0.0,0.0,126,136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194528,294356,2280087,226769,3619,7087,31057,3697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1378894.0,1243707.0,5025375,1672077,0.0,0.0,0.0,0.0,1078,1741,8493,972,947,1531,7502,921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414,872,3248,453,396,643,2751,418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313,600,2693,318,192,405,1881,194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492,835,702,85,365,576,597,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2697,302,0.0,0.0,2016,133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108,134,0.0,0.0,133,145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119,124,0.0,0.0,118,122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203942,292341,2159227,210185,2967,6749,32340,3337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1396562.0,1251466.0,4971104,1653353,0.0,0.0,0.0,0.0,1115,2078,9336,1138,858,1769,7753,1015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481,856,3370,455,342,638,3672,379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275,615,2541,390,222,368,1913,184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450,870,821,129,315,506,493,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3264,269,0.0,0.0,2043,121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109,109,0.0,0.0,99,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113,138,0.0,0.0,133,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186464,284596,2214634,228456,2916,6238,28602,3564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1384334.0,1243936.0,4804597,1663045,0.0,0.0,0.0,0.0,1098,1832,8905,1221,962,1699,7986,1007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460,768,3455,475,370,677,3164,357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313,525,2404,384,202,449,1756,219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462,845,814,117,330,550,485,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2908,299,0.0,0.0,2025,132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117,126,0.0,0.0,132,152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108,130,0.0,0.0,128,133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198007,291637,2380844,218258,3462,7082,30172,3877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1385062.0,1229614.0,5002665,1637338,0.0,0.0,0.0,0.0,1080,1946,8138,1147,872,1577,8020,1054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400,883,3998,446,337,711,2978,369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301,664,2869,377,214,401,1817,211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437,942,763,98,316,650,501,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3610,299,0.0,0.0,1977,121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129,102,0.0,0.0,136,164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106,128,0.0,0.0,108,164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197708,305959,2179692,244214,3273,6653,32493,3712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1363116.0,1276076.0,5192995,1646709,0.0,0.0,0.0,0.0,1029,2105,8783,1287,933,1809,7881,1017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464,903,3728,540,330,738,3235,406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261,530,2341,350,196,391,1687,228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480,871,784,94,297,666,618,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2818,300,0.0,0.0,2004,132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,131,0.0,0.0,123,141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126,149,0.0,0.0,95,109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219638,259317,1991857,234700,3256,6594,30825,3663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1373469.0,1251233.0,5065780,1634552,0.0,0.0,0.0,0.0,908,2210,8321,1229,856,1740,7754,991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553,782,3978,465,418,772,3164,445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292,603,2800,334,197,409,1652,243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490,802,672,93,283,558,563,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2837,288,0.0,0.0,2077,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124,118,0.0,0.0,115,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138,169,0.0,0.0,121,131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209185,284464,2117320,247152,3349,6427,32584,3480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1363372.0,1276395.0,4966629,1654646,0.0,0.0,0.0,0.0,1012,2083,9215,1019,1002,1829,7718,1039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491,812,3692,524,318,722,2588,359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312,630,2413,332,222,421,1706,219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494,795,772,98,337,600,425,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2744,300,0.0,0.0,2008,147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98,108,0.0,0.0,133,140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115,132,0.0,0.0,102,123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219131,258864,2218843,227139,3309,6849,30799,3595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1379963.0,1253326.0,5180088,1653085,0.0,0.0,0.0,0.0,1062,2022,9014,1251,947,1697,7664,1161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497,789,3987,463,377,670,3106,371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349,578,2550,345,193,434,1919,245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425,809,789,105,309,657,566,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3335,278,0.0,0.0,2059,133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114,106,0.0,0.0,161,149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139,121,0.0,0.0,127,135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202543,282074,2004435,228642,3335,6944,29947,3358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1381337.0,1225253.0,5010376,1671320,0.0,0.0,0.0,0.0,954,2120,9610,1083,936,1722,7987,1078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464,865,4019,457,402,774,2947,410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335,623,2426,339,175,414,1772,221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449,961,804,98,284,517,505,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3093,266,0.0,0.0,2142,126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107,127,0.0,0.0,110,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117,162,0.0,0.0,119,111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201305,309988,2172290,210802,3359,6763,31576,3187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1388037.0,1249032.0,5127170,1668635,0.0,0.0,0.0,0.0,1075,1988,9370,1118,939,1787,7503,1030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481,866,4117,452,364,763,3225,397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266,559,2629,336,171,421,1766,230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433,902,883,106,311,656,607,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3043,265,0.0,0.0,2258,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119,141,0.0,0.0,116,145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145,137,0.0,0.0,112,165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194596,286355,2057013,213122,3327,6671,29924,3553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1380556.0,1252010.0,5177000,1674161,0.0,0.0,0.0,0.0,1017,2107,8981,925,900,1886,8417,1015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,482,895,3961,478,315,659,2896,397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339,550,2692,325,242,401,1472,202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441,852,807,104,296,666,487,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2965,310,0.0,0.0,2170,138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125,125,0.0,0.0,90,143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153,144,0.0,0.0,147,145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201897,283887,2006736,207337,3515,6087,30901,3974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362353.0,1232464.0,5262779,1639571,0.0,0.0,0.0,0.0,1095,1898,8695,1080,874,1858,8142,1027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405,955,3775,517,342,821,3314,412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301,576,2798,360,194,378,1730,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406,823,810,97,344,585,557,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3149,275,0.0,0.0,2088,123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117,136,0.0,0.0,145,160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,115,0.0,0.0,107,155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220062,303158,1922314,241776,3624,6484,29338,3879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1366102.0,1250225.0,5160354,1642045,0.0,0.0,0.0,0.0,1106,1904,9275,1105,948,1764,8326,990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402,880,3950,565,402,692,3280,389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,579,2406,347,228,458,1934,247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511,818,755,126,272,712,523,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3123,284,0.0,0.0,1964,134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102,139,0.0,0.0,122,138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102,150,0.0,0.0,122,125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216148,285445,2024251,239475,3581,6523,29411,3681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1361812.0,1242427.0,5267624,1645869,0.0,0.0,0.0,0.0,1061,2132,7680,1178,791,1615,8492,1021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431,815,3847,426,305,719,2996,379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315,564,2691,288,188,428,1915,205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410,817,744,98,318,649,504,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2968,278,0.0,0.0,2137,127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127,133,0.0,0.0,125,122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149,143,0.0,0.0,111,119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220721,293454,1916270,236347,3648,6380,31620,3192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1369337.0,1176687.0,5197145,1658737,0.0,0.0,0.0,0.0,1188,1986,9132,1113,922,1771,9064,1040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471,757,4018,466,366,743,3108,371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319,524,2509,307,168,405,1893,206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400,962,758,97,271,524,534,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2964,290,0.0,0.0,1936,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128,109,0.0,0.0,140,159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148,140,0.0,0.0,117,115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213304,359134,1986046,222701,3254,6507,30360,3963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1388684.0,1237899.0,4988428,1666591,0.0,0.0,0.0,0.0,1109,1915,9862,982,998,1729,7265,988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476,831,3831,451,374,740,3015,399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313,610,2890,326,199,398,1928,248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415,878,857,100,356,590,542,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2993,302,0.0,0.0,2008,132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127,118,0.0,0.0,117,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111,139,0.0,0.0,121,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193929,297488,2198524,215838,3147,6922,27381,3106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1392334.0,1251355.0,4873536,1648476,0.0,0.0,0.0,0.0,1149,1976,8198,1160,882,1768,8489,918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427,803,3810,429,307,712,2912,398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358,524,2574,359,238,420,1754,206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,453,896,742,94,282,645,633,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2662,262,0.0,0.0,1985,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127,135,0.0,0.0,146,136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106,126,0.0,0.0,127,113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189921,283929,2314674,233356,3649,6972,27525,3660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1366686.0,1197158.0,4962839,1651453,0.0,0.0,0.0,0.0,970,1804,8659,1213,1046,1879,7723,976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472,859,3829,459,344,812,3138,371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300,581,2670,364,186,375,1784,240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458,922,653,115,302,633,487,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3069,276,0.0,0.0,2149,124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113,131,0.0,0.0,130,136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122,150,0.0,0.0,123,140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215815,338567,2220924,229899,3421,6410,31588,3892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1375123.0,1225820.0,5097471,1668236,0.0,0.0,0.0,0.0,993,1828,8730,1084,900,1789,8607,1016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401,825,3962,557,376,708,2875,401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284,514,2539,363,192,431,1919,246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480,866,785,118,317,574,566,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3136,252,0.0,0.0,1666,121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103,131,0.0,0.0,134,140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135,150,0.0,0.0,124,134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207300,311115,2086427,213119,3634,5530,30821,3870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
