ch-median,ch-p1,ch-p2,teen-median,teen-p1,teen-p2,adu-median,adu-p1,adu-p2,sen-median,sen-p1,sen-p2,all-median,all-p1,all-p2,adu+sen-median,adu+sen-p1,adu+sen-p2,time
2.612496953448696,1.310037167925908,3.6769479649037273,4.900707769738911,2.4344015413652094,6.931536646744257,7.052365780911063,3.532858053145336,9.912754338394791,4.852501300825095,2.42093492157883,6.834635954805617,5.821029477479699,2.913674476478112,8.195082515370506,6.463176246200306,3.235663332207498,9.091302425843876,2020-05-26
2.614629539361443,1.3115872532293444,3.67941902266634,4.903829820698332,2.436347908147216,6.934883217993077,7.0589642082429505,3.5372428145336223,9.920126965835136,4.857347803463911,2.423923102653683,6.8399912658886475,5.826335577915774,2.917172403963203,8.200983096291043,6.469294498639064,3.2396748157272564,9.098084755528179,2020-05-27
2.6165610528881307,1.3129155495978553,3.6819120155983414,4.907030512739856,2.438317474048443,6.938219172695815,7.065203362255965,3.541372017353579,9.927179907809107,4.8617743254292725,2.4270376495948858,6.844954471121681,5.831385117956146,2.920525525062792,8.206660477371832,6.475116722627302,3.2435328214094135,9.104577066735539,2020-05-28
2.6186997319034853,1.3142246526931514,3.684291676821837,4.90977508650519,2.440156102547971,6.941580292544824,7.071365238611714,3.5453990645336226,9.93387276301518,4.866174830892738,2.4297117743254293,6.849680926187466,5.8363907422531085,2.9237140391697616,8.21207632864385,6.480824707448393,3.2471982595911224,9.11074747183756,2020-05-29
2.620698269558859,1.3154466244211551,3.686455946868144,4.912661214218308,2.442056071091538,6.944607187794902,7.077289859002169,3.5492734544468547,9.94041472342733,4.870471270348621,2.43248141678436,6.854586523452016,5.841154444735504,2.9268305930936713,8.217336664252581,6.486302227167068,3.2507773726978324,9.116794697315873,2020-05-30
2.62284913477943,1.3166222885693395,3.6886138191567137,4.9152799622522805,2.4437362378106324,6.947755190311417,7.08300704989154,3.552985832429501,9.946533351409975,4.874418345350479,2.4351518248717756,6.8591003865308835,5.845785629536034,2.929807117432239,8.222334815168649,6.491559215623944,3.254211253054656,9.122489619136546,2020-05-31
2.6247014379722153,1.3177233122105776,3.6905566049232257,4.918071720666877,2.445242214532872,6.9506393519974825,7.088744577006508,3.556678009761389,9.95264601409978,4.8784360365717685,2.437796402289452,6.863434549914515,5.850375209948072,2.9327403038661264,8.227262739417844,6.496848985754872,3.2576234279697216,9.128162388492637,2020-06-01
2.6264257860102362,1.3188286010236412,3.692569461369728,4.920596099402328,2.446879521862221,6.95323883296634,7.0939818329718,3.56033114154013,9.958661469631233,4.882453727793058,2.4402856240243813,6.867624693376938,5.854636577962001,2.9356325022728322,8.23205013328813,6.50174537579719,3.26096546997,9.133678501182125,2020-06-02
2.6282719961004144,1.3199567389714844,3.6944366926639027,4.9232148474363004,2.4482907360805286,6.956325888644226,7.099322125813449,3.5639913232104123,9.964313720173532,4.88617780420724,2.4428815134170816,6.871551512673751,5.8589356981062295,2.9385315576991236,8.236618025486537,6.506684481354181,3.264341187689985,9.138873750819538,2020-06-03
2.629959785522788,1.3210611138191568,3.6962301974165235,4.92558980811576,2.4497703680402645,6.958917505504875,7.104322125813449,3.5673578497830802,9.969723969631234,4.8900282464877725,2.4453803984241436,6.875566788077006,5.863063007535017,2.9412473226805553,8.240974082006868,6.5114040490334375,3.2674758110980866,9.143870472652134,2020-06-04
2.6315500853034366,1.3221484279795273,3.6980907262978295,4.927846807172067,2.451220116388802,6.961722239698017,7.109247559652928,3.570650488069414,9.975096529284162,4.893440124879209,2.4476705939195718,6.8793674273396235,5.867019276700002,2.943872752207344,8.245297625468046,6.515949774501818,3.2705005165597125,9.148787425744539,2020-06-05
2.6332988057518887,1.323236046795028,3.6998942846697527,4.930111670336584,2.4526541365209185,6.964267458320224,7.114055043383948,3.573894251626898,9.980122898590018,4.8968743031294135,2.4499894075670854,6.8830253475061305,5.870900041604388,2.9464748370494784,8.24939781499915,6.520416029245227,3.273497059583176,9.153458466612358,2020-06-06
2.635102364123812,1.3243041676821838,3.701590604435778,4.9324079899339415,2.4542721767851527,6.966529962252278,7.118793383947939,3.5770294875271156,9.985105883947936,4.900189548799524,2.452080576823014,6.886640712108821,5.8747230226358695,2.94898362019816,8.253372305345392,6.524788905886794,3.2763532374386584,9.158020632586968,2020-06-07
2.636576894954911,1.3253323787472582,3.703087070436265,4.934704309531299,2.4555257156338475,6.968598615916953,7.1236103579175705,3.580482239696313,9.98997105477223,4.903467628038356,2.454172489407567,6.89016130231175,5.878518267408355,2.951632240319275,8.257300876773963,6.5291786700574175,3.2794422645183077,9.162580662785842,2020-06-08
2.6381854740433828,1.3262119181087009,3.7046176578113568,4.936764705882353,2.4568944636678203,6.970955489147529,7.1281548264642085,3.583644048264642,9.994827074295008,4.906611908124582,2.4565595034564778,6.893628372853636,5.882103178883462,2.9541691834753534,8.261158335516278,6.533299227147199,3.2823969860727553,9.167007033159157,2020-06-09
2.639379722154521,1.3272002193516936,3.705991957104556,4.938848694558037,2.4583784208870716,6.973173167662785,7.1327196312364425,3.586734747830802,9.999503796095441,4.9096075224856905,2.45879227681558,6.8971201590723235,5.885698876681511,2.95665878237823,8.264919603371494,6.537445612222598,3.285258379194564,9.171352442731406,2020-06-10
2.6407323909334632,1.3281565318059956,3.7076172922251995,4.940681031770997,2.459913101604278,6.975419943378419,7.13721122559653,3.5899807483731014,10.003928687635572,4.912718352783766,2.460811714859139,6.900368505166131,5.88920828389602,2.959193337134228,8.268526742376379,6.541525440565832,3.2881765442155246,9.175454522877633,2020-06-11
2.6420606873019743,1.3289900682427491,3.7090613575432596,4.942584145957849,2.4612621893677256,6.97759476250393,7.141477765726681,3.5930667028199568,10.008268641540127,4.915520701702222,2.4627347060135287,6.903465955548946,5.89259364839669,2.9615832395950505,8.272029215526139,6.545433413466315,3.2909516619315364,9.179460294439032,2020-06-12
2.6434011698757005,1.32977485985864,3.710493236656105,4.944219880465555,2.4626627870399496,6.9795462409562745,7.14564669197397,3.5959767489154015,10.012559381778738,4.91846428305954,2.4647095443395526,6.906571025050172,5.8959204585728155,2.9638828066012297,8.275450328982846,6.549285756859317,3.2936117457731506,9.183391363518961,2020-06-13
2.644711186936388,1.3306114428466975,3.7118940409456487,4.945926391947153,2.463824709027996,6.981365209185277,7.149846800433839,3.598863137201736,10.016720037960951,4.92120716568795,2.466746636437969,6.909570913550879,5.899264989136632,2.9661649999229547,8.278775790868604,6.553130153179822,3.2962711342459223,9.187220908747738,2020-06-14
2.6458810626370948,1.3315394223738728,3.7131906531805985,4.947782321484744,2.465174976407676,6.983113007234978,7.154225867678959,3.6017964343817783,10.020996610629064,4.924046681037686,2.4686592209916003,6.91247714264476,5.902721235188067,2.968478049832812,8.282126754703604,6.5571215703415255,3.2989316154411616,9.191109311982196,2020-06-15
2.646892517669998,1.3324360224226175,3.7143824640506926,4.949473104749921,2.4664116074237183,6.984911921988045,7.158424620390456,3.604629812906725,10.0251449972885,4.927101761688843,2.470578123838549,6.915411246562103,5.906044193105998,2.97072052637256,8.28539431714871,6.560978880654838,3.301520572983927,9.194900810601393,2020-06-16
2.6481720692176456,1.3332890567877163,3.715613270777478,4.951038062283737,2.467576675055049,6.986839021704936,7.162448481561822,3.6075368085683297,10.02918377169197,4.929859510889765,2.4724947966996207,6.918265814316506,5.909250812826479,2.9729918563261784,8.288595736320627,6.564660361989152,3.3041628752508294,9.198584477380642,2020-06-17
2.6494638069705094,1.3340979161589082,3.7166515354618563,4.952618748033973,2.4689167190940546,6.988527052532242,7.166309652928416,3.610488611713666,10.033144251626895,4.932587526945663,2.4744027354493423,6.92091986917416,5.912294867251183,2.975298395919688,8.291698922908605,6.568163034192279,3.3068356744084397,9.202203077503821,2020-06-18
2.6505910309529614,1.3349527784547892,3.7179569826955876,4.954199433784209,2.4701439131802454,6.990098694558036,7.1701369305856835,3.6133849647505425,10.03684259761388,4.9351259942020365,2.4763134616814093,6.9235910205902,5.915347396643913,2.977568762808758,8.294655608117477,6.571671666699779,3.309468589195955,9.205603927840578,2020-06-19
2.6517426273458446,1.3357622471362418,3.7190842066780396,4.955827304183706,2.47138998112614,6.991568496382509,7.173920824295011,3.6161959734273323,10.040607849783077,4.937619861740876,2.4782262320671973,6.926137292797144,5.91828435829083,2.979787162734795,8.297587870009396,6.5750879144895,3.3120395168179924,9.209015208709987,2020-06-20
2.653034365098708,1.336434011698757,3.720338471849865,4.9574630386914125,2.472511402956905,6.993061104120792,7.177598969631236,3.6187942651843823,10.044265252169193,4.940188062142273,2.479976027651825,6.928700289898161,5.921222860841025,2.9818212706288425,8.300500023113546,6.578464426916734,3.3144110225895536,9.2123769693839,2020-06-21
2.6540701925420422,1.3371155252254447,3.721411467219107,4.959067316766279,2.473763368983957,6.994771154451084,7.181256778741865,3.621509354663774,10.047746475054227,4.942462647736565,2.4819373002304324,6.931402661116477,5.924104349969952,2.983979613849639,8.303251151825197,6.581812131206167,3.3169246319512045,9.215533198895354,2020-06-22
2.6551547648062392,1.337883560809164,3.722536863270776,4.960679458949355,2.474960286253539,6.996163494809688,7.1848576464208245,3.62420261659436,10.051368356832969,4.9448896156991005,2.483746562105107,6.933886307886715,5.9269588732915235,2.986099588578825,8.306083563184737,6.585145928118729,3.319381618421314,9.218825820038541,2020-06-23
2.656135754326103,1.338698817938094,3.723500182793077,4.962094998427179,2.4761874803397297,6.997573922617173,7.188383947939262,3.627022776572668,10.054897369848153,4.947331450234149,2.485549877350777,6.936260499516834,5.92974174461069,2.988299382097786,8.308844438109618,6.5883446247988395,3.3219299962251405,9.222050344704266,2020-06-24
2.6571654886668292,1.3393794174993907,3.724579880575188,4.963667820069205,2.4773497955331867,6.999202186222082,7.19189262472885,3.62973488340564,10.058370051518436,4.949710101836022,2.4873424143313763,6.9387302088753415,5.932519222768387,2.99041215310415,8.311587091853243,6.5915661693123795,3.324396320505434,9.225204885462814,2020-06-25
2.658103826468438,1.3401520229100659,3.7256839507677295,4.964996854356716,2.478465712488204,7.000743158225855,7.1952847071583514,3.6323770336225594,10.061760710412145,4.952185386159221,2.489281944547684,6.941171857578233,5.9352050171810715,2.992522728323343,8.3143025871766,6.594679434963146,3.3268506745077784,9.228331462460012,2020-06-26
2.6591030952961248,1.3408509017791859,3.726613453570557,4.96646744259201,2.4794656338471213,7.002084775086504,7.198713394793926,3.63490272505423,10.064927196312361,4.954508288114175,2.491109417973686,6.943431948264325,5.937889270690479,2.9945232060033593,8.316787987118047,6.597801641070471,3.3291897462897104,9.231215008046407,2020-06-27
2.6598830124299293,1.3414967706556178,3.727515842066779,4.968032400125826,2.4804671280276813,7.003586426549228,7.202007863340564,3.6374867814533625,10.068195431127979,4.9568051735672345,2.4927733591020593,6.945756522708687,5.940461808712267,2.996516402915389,8.319381905172811,6.600788746945344,3.3315278743567838,9.234222676971369,2020-06-28
2.660906653668048,1.3422148427979528,3.728487691932731,4.9694951242529095,2.4814399182132747,7.005011796162314,7.205359273318872,3.6399983053145335,10.07146807212581,4.95892737679328,2.4945365346019477,6.948114175276888,5.943089048800407,2.9984952694269382,8.321954135013943,6.603829495559573,3.3338393797309918,9.237200693382071,2020-06-29
2.6618754569826955,1.342961247867414,3.729350475262002,4.970832022648632,2.4824068103177095,7.006495360176154,7.2086442516268985,3.6426170688720165,10.074662215292838,4.961198245744444,2.49621905894596,6.9502506875789765,5.945686241274635,3.0005213646239426,8.324464227930411,6.606852363260684,3.3362079053503666,9.24010902390082,2020-06-30
2.662819887886912,1.3436802339751401,3.7303211065074326,4.972294746775716,2.4834590279962256,7.007872758729159,7.2120431127982645,3.645088665943601,10.077778741865506,4.963394781833048,2.497809968036869,6.952394818999476,5.948362019816016,3.002449728030571,8.326913994483563,6.609971589215823,3.3384441122126636,9.242935400234437,2020-07-01
2.663855715330246,1.3444936631732878,3.7312326346575664,4.973403586033344,2.4844978766907833,7.009096413966655,7.215295553145336,3.647663367678959,10.08081378796095,4.965394335835873,2.499458485096261,6.954481714115807,5.950916837450113,3.0044592585173424,8.329291954943985,6.612910019271651,3.34077126338585,9.24569824965728,2020-07-02
2.6646539117718744,1.3452705337557884,3.7320935900560546,4.974575338156653,2.4854046083674115,7.010391632588863,7.2184937635574835,3.650061889913232,10.083839750542296,4.967345573478035,2.501133204489705,6.956631420501001,5.953386134952309,3.006356534200348,8.3316848621662,6.615806727196869,3.342976327657799,9.248479576023678,2020-07-03
2.6655252254447963,1.345928588837436,3.7329198147696796,4.975778546712803,2.4862264076753697,7.011498899024848,7.221647234273319,3.6524875271149675,10.086813923535788,4.969586709284174,2.502689920463837,6.958724819742806,5.955859284712699,3.008221412391944,8.334017905296081,6.618679593904595,3.345169719667018,9.251213120616688,2020-07-04
2.666414818425542,1.346693577869851,3.7337920424079925,4.977028939918213,2.4873549072035233,7.012575888644227,7.224853579175705,3.654919468546638,10.08968478850325,4.971571396714488,2.5043064743923287,6.960739426150298,5.958357859377167,3.0101458464952153,8.336259341726116,6.621586235670435,3.347383724395526,9.253824876323682,2020-07-05
2.6676212527418963,1.3477178284182305,3.734918047769923,4.978680402642341,2.4888011167033657,7.014076753696129,7.228792028199567,3.658109408893709,10.09353768980477,4.974436928566119,2.50642533263956,6.963520032706457,5.961519022450961,3.012669075612124,8.339295306408614,6.625256789780065,3.350287386009179,9.257366141497622,2020-07-06
2.66860224226176,1.3485227272727274,3.736003838654642,4.980268952500786,2.490010616546084,7.015807643913179,7.232852494577006,3.6611772640997824,10.097206751626894,4.977023712183156,2.508568534899279,6.966062402438116,5.964691742299336,3.015077045163875,8.342198907499574,6.628963105715932,3.353108100053643,9.260714243140681,2020-07-07
2.6697233731416037,1.3495207774798927,3.7369942724835474,4.981904687008493,2.491348694558037,7.017484271783578,7.236870932754881,3.6643620526030367,10.100936212039043,4.97966996209024,2.510721586263287,6.968677990039394,5.967876789373931,3.017590528067553,8.345172658212242,6.632653527506805,3.3560171259412312,9.264175193213198,2020-07-08
2.6710577626127225,1.35046581769437,3.7382101511089436,4.983634790814722,2.4926855929537592,7.019054340987731,7.241057483731019,3.667633609002169,10.104651640455529,4.982416561361778,2.512829108748978,6.971319222478256,5.9711504383869825,3.020137063346534,8.348105189762235,6.636435340631395,3.3589775594540363,9.267559702382131,2020-07-09
2.6722946624421153,1.3513928832561541,3.7393047769924426,4.98539635105379,2.494044117647059,7.02076950298836,7.24548942516269,3.670940686008676,10.108560398590019,4.985393592507248,2.515111499293838,6.97404166356946,5.974634420697413,3.022739880117725,8.351175439542658,6.6404923211412,3.3620107583493932,9.271123219359065,2020-07-10
2.673586400194979,1.35251553741165,3.740612052156957,4.987362378106322,2.495495045611828,7.022656495753379,7.249811550976139,3.674624254338394,10.112551450650756,4.988422656656508,2.517625250873411,6.976833234222847,5.978086814490655,3.025638396227868,8.354380441314698,6.644494665527587,3.3653816581566764,9.274804104662943,2020-07-11
2.674920789666098,1.353589751401414,3.741809346819399,4.9891632588864425,2.4971005033029257,7.02451910978295,7.2544617678958785,3.678284164859002,10.116707836225594,4.99146658737828,2.520141975767487,6.97966104214673,5.981774196033715,3.028533098602401,8.357662526773192,6.648758269922317,3.3687360181193253,9.27860538811515,2020-07-12
2.676212527418962,1.3547017426273458,3.743170545941992,4.990979867882982,2.4988140924819127,7.0262519660270515,7.258870661605206,3.681917231561822,10.120747220715831,4.9943953021630865,2.5226798855273915,6.982464320225969,5.985241998859731,3.0314323081190193,8.360898038430124,6.652747700315897,3.3720763713666977,9.282336290306555,2020-07-13
2.6776261272239825,1.3557710821350233,3.744475688520594,4.992961623151935,2.500570541050645,7.028016278703994,7.263594088937094,3.6857927738611713,10.124793519522774,4.997628781684383,2.5252101761688843,6.985437077231842,5.988988705178976,3.034466539285329,8.36415647102331,6.657070907754356,3.375592354916258,9.286101911270933,2020-07-14
2.678997075310748,1.3569574092127712,3.7459453448696065,4.994801824473105,2.5021921201635733,7.029779018559294,7.268497830802603,3.689724647505423,10.129094292299346,5.000996060358284,2.5277473426001635,6.9884024009514585,5.992842504276006,3.03753578747862,8.367546265620904,6.661547096338387,3.3791514513341148,9.29001028152504,2020-07-15
2.6805873750913967,1.3582147209359006,3.7473357908847174,4.996712802768166,2.5039304812834224,7.031543331236237,7.273371746203905,3.693675501626898,10.133491458785246,5.004043707723184,2.530561770608786,6.9915988998736305,5.996705548792702,3.0406937146555313,8.371028090666746,6.665975602487434,3.382798561579878,9.294050026821367,2020-07-16
2.6821837679746525,1.3594187180112114,3.748782902754081,4.998977665932683,2.50579191569676,7.033599009122363,7.278480206073753,3.697904080802603,10.137790808026027,5.007388686538318,2.533405374265963,6.994941462870733,6.000731929056813,3.0440208330123117,8.37449766553153,6.670634573738899,3.3866569646156597,9.298027933959824,2020-07-17
2.683707043626615,1.3607192907628565,3.750234584450401,5.001281849638251,2.507888880150991,7.035712094998426,7.283390726681128,3.7022544061822127,10.142246949566157,5.010956663941128,2.536381290418494,6.998197428082953,6.004656609704609,3.0474798526896465,8.378076143735456,6.675164405062286,3.3906399380128347,9.302138259193766,2020-07-18
2.685455764075067,1.362145076773093,3.7517730928588824,5.003617489776659,2.5098997326203207,7.0375129757785455,7.288660520607375,3.7065522640997832,10.146724511930582,5.014461458410763,2.5395099606035827,7.001274808592877,6.008827834876805,3.050948117786646,8.381626346364236,6.67995748316214,3.3946252955317586,9.306237408857008,2020-07-19
2.687125274189617,1.363424628320741,3.75323848403607,5.005843032400126,2.5119396822900284,7.039666561811888,7.294315347071583,3.711528809652929,10.15164194685466,5.017988552739166,2.5427820932134098,7.004868059168956,6.01325253863815,3.054816170238994,8.385511040571979,6.685082351538752,3.399146285736992,9.310735203544391,2020-07-20
2.6888008774067753,1.364769376066293,3.754957043626614,5.008343818810947,2.5138494809688576,7.041839414910348,7.300140997830803,3.7166069685466376,10.156683364967458,5.021731212368988,2.5462526945662676,7.008230692038948,6.017805137371528,3.058778603017088,8.38951215002234,6.69038602904655,3.4037947767866013,9.31533938966483,2020-07-21
2.6906836461126007,1.3662189251767,3.756415123080672,5.011080528468072,2.5161693928908457,7.044042544825416,7.306146963123644,3.7218529013015185,10.161977562364422,5.025574221363264,2.5499440645209246,7.011903292945809,6.022493335593325,3.062935574833967,8.39369281322711,6.6958367273955455,3.408625206127193,9.320213726580969,2020-07-22
2.6924506458688766,1.3677114306604923,3.7580764075067012,5.013715004718465,2.518359940232778,7.046299150676312,7.3122654555314535,3.7272086496746204,10.167244983731017,5.029666245447112,2.5535726232067195,7.01550267598305,6.027320215110097,3.0671346903554864,8.397872397799587,6.701426499513242,3.413519311386168,9.325046788389324,2020-07-23
2.6942237387277603,1.3693791128442603,3.7596136972946614,5.016318024536018,2.520762425290972,7.048703994966968,7.318693058568329,3.732987866052061,10.172633337852492,5.034148517059392,2.557316211997324,7.019214859139224,6.0323327734718095,3.0716412160808666,8.402100058554321,6.707263624262413,3.4187544453936782,9.329943327439251,2020-07-24
2.696185717767487,1.3710510601998538,3.7612743724104303,5.019408619062598,2.52336937716263,7.051047892418997,7.3253836767895875,3.7388218546637746,10.178055992407806,5.038593622240392,2.561219616442429,7.0232299487103225,6.037593417261198,3.0762325685316734,8.406437431622415,6.713383863469295,3.424072427631971,9.334968907078853,2020-07-25
2.6983243967828416,1.3726587253229345,3.7628695466731648,5.022357659641397,2.5260034602076122,7.05349480968858,7.3322383405639915,3.7450760574837303,10.183843478850322,5.043198543075894,2.5653144280086226,7.027132795658957,6.043008151378338,3.0810969305206712,8.410939642818617,6.719669997814555,3.429749468539526,9.340204686786,2020-07-26
2.7004508895929806,1.3745530709237144,3.764896112600535,5.025526895250079,2.5287641553947786,7.055987338785781,7.339110629067245,3.7513269387201738,10.189665062364423,5.047814613840779,2.569555861146213,7.031139894447333,6.0484467694962785,3.08603845324129,8.415579880425902,6.725966066000437,3.4354632646573817,9.345542338028725,2020-07-27
2.702607847916159,1.3766192420180356,3.7670015842066773,5.028601761560239,2.5314992922302606,7.058521547656494,7.346343546637744,3.7578611035791747,10.195698549349238,5.052787482345945,2.573892997844347,7.035564000594659,6.054151193429589,3.0911800237299105,8.420381989922491,6.7325939244630755,3.4414102080146227,9.35107057000377,2020-07-28
2.7047891786497686,1.378522422617597,3.7690043870338763,5.031739540736081,2.534273356401384,7.061470981440704,7.353904555314534,3.7644991865509754,10.20167773861171,5.057871850144949,2.5784568497732847,7.039816583661635,6.060079818789775,3.09641085104088,8.425198776522794,6.739517811376234,3.4474938906880177,9.356582013788168,2020-07-29
2.7070679990251034,1.3806562271508651,3.7709291981476953,5.035144699591067,2.5372589650833595,7.064280434098772,7.361549620390456,3.7715148454446856,10.207901708242947,5.063205233033524,2.5831130602839516,7.044133836319033,6.066129405057245,3.101925281600074,8.430144498204845,6.746547990384042,3.4538789164166652,9.362290097947664,2020-07-30
2.7095600779917133,1.382749207896661,3.773082500609309,5.0385891789871025,2.5400990877634477,7.0672514941805575,7.369434652928416,3.778926315075922,10.214455667028197,5.068549765851483,2.588043930721772,7.048465583884632,6.072367751976208,3.107702166510008,8.435330331140113,6.7537619454433475,3.460627371704449,9.368250104305323,2020-07-31
2.712332439678284,1.3848290884718502,3.775240068242748,5.04207297892419,2.5434507706826044,7.070095155709342,7.377395607375271,3.7867290536876346,10.221099037418652,5.074057830967071,2.593276035085111,7.0528504794469615,6.078698553091822,3.113812310276284,8.440566050818989,6.761029543242008,3.467743031410804,9.37428982973397,2020-08-01
2.7148854496709727,1.387123446258835,3.7774241408725313,5.045706196917269,2.5466636520918526,7.073326517772883,7.385771420824295,3.7944730206073753,10.227791553687632,5.079443246859436,2.598495502861815,7.057342600163529,6.085265112408894,3.119899956854708,8.445893261629964,6.768627937933363,3.4748122504122545,9.380394224465059,2020-08-02
2.717505483792347,1.3895890202291004,3.77955032902754,5.049528153507392,2.5501403743315505,7.07650794274929,7.393897776572668,3.802183161605206,10.234609747830799,5.085486508585445,2.6038030550806512,7.062062736935996,6.0918231967579395,3.126034138712113,8.45132694885742,6.776173683269426,3.481880227683627,9.386651650010924,2020-08-03
2.7203692420180356,1.392090848159883,3.78179441871801,5.053271469015414,2.553654451085247,7.079563935199747,7.402323752711497,3.8101357104121467,10.241348291757047,5.09134022151193,2.6093440124879215,7.066707983349437,6.0985438464027615,3.132362705517975,8.456702466986146,6.783890290664177,3.4891882065444144,9.392830697554286,2020-08-04
2.723038020960273,1.3947660248598586,3.7840586156470866,5.057140610254797,2.557602233406732,7.082734743630072,7.411042570498916,3.8185187771149676,10.248434720715832,5.097465249386754,2.614814911172229,7.0715541143239395,6.105462502118742,3.1389858159853308,8.462331117000785,6.7918790852919555,3.496792909224564,9.399318339856553,2020-08-05
2.7258591274677064,1.3973942846697538,3.786357238605897,5.061402956904687,2.561486709657125,7.086112771311732,7.4200284707158355,3.8270221664859,10.255440753796092,5.103649743551625,2.620396751653906,7.076590537426594,6.112613063777987,3.145688167403732,8.467978180809586,6.800112252399023,3.504515427254485,9.405797935747916,2020-08-06
2.7286314891542776,1.4000840848159883,3.7886814525956605,5.065712488203838,2.565535152563699,7.089239933941489,7.429255694143167,3.8357649810195227,10.262724444143164,5.109994053370995,2.626316992492381,7.082011075596519,6.11991232260351,3.152620575681464,8.47384131778048,6.808504360956033,3.5125038245286393,9.412583642938028,2020-08-07
2.731769436997319,1.4028476115037776,3.7910483183036794,5.069786096256684,2.5699410191884238,7.092339965397922,7.438482917570499,3.844676450650759,10.27002453904555,5.116594811566193,2.632543113060284,7.087394633167321,6.127321756013375,3.1597565758047366,8.479708846325714,6.816985874078636,3.520697554288439,9.419371485903877,2020-08-08
2.7347245917621255,1.4056757250792102,3.7936104679502796,5.073718150361749,2.5743205410506445,7.09567631330607,7.448145336225597,3.8539040130151836,10.277496949566157,5.122890805024902,2.638967516539062,7.092599048539357,6.134953849946839,3.167118896096892,8.485685008552009,6.8257803031808155,3.5291758885820435,9.426237706872227,2020-08-09
2.737984401657324,1.4087094808676581,3.796098891055324,5.078129915067631,2.5784024064171125,7.099262739855298,7.457582700650759,3.8633314126898046,10.284684449566157,5.129231398201145,2.6455179142198766,7.097957332936888,6.142436476262385,3.174617740419434,8.491546334961553,6.834376055470566,3.5378343234061154,9.432936294280092,2020-08-10
2.7412076529368754,1.4117008895929808,3.798633317085058,5.082793331236238,2.5829034287511794,7.102768166089963,7.467100054229935,3.873074295010845,10.292321447939258,5.13617780420724,2.6521142124433217,7.103254478554967,6.150179515231829,3.182341094349508,8.497648311940457,6.843209226551169,3.546736186994616,9.439947897005936,2020-08-11
2.744546673165976,1.414864123811845,3.800947477455519,5.08777917584146,2.5873631645171433,7.106333359547026,7.476877711496746,3.8826165943600865,10.300012269522773,5.143124210213335,2.659075670854085,7.108861034713444,6.158035810592169,3.190043838698245,8.50382301955406,6.852221206762959,3.5555886793952283,9.447081636302224,2020-08-12
2.74798927613941,1.4179688642456738,3.803516634170118,5.092332494495124,2.5922904215162004,7.109946130858758,7.487154284164859,3.8925646691973967,10.307809788503251,5.150219281944548,2.6659239574816027,7.114275812086521,6.166248054609612,3.197992125984252,8.510055511040568,6.861673256114279,3.564708243100948,9.454242296306596,2020-08-13
2.7513953204971973,1.4213286010236412,3.8061887643187893,5.097106008178672,2.5968586819754638,7.11386717521233,7.497426789587853,3.9028849647505424,10.31547769793926,5.1575522188359475,2.673014011744592,7.120074890359025,6.174538114242569,3.2061991309305515,8.516337234386794,6.871170007748396,3.5741651600341724,9.461410704706651,2020-08-14
2.754807457957592,1.4247992322690715,3.808930965147452,5.102052532242844,2.6017729631959736,7.117885734507706,7.508110086767896,3.9133385303687636,10.32353762201735,5.1648591392254515,2.6801455065784583,7.125873039470748,6.1830693252384545,3.2145383839006425,8.52285995500562,6.881013450420202,3.583730802852999,9.46886610176226,2020-08-15
2.7585425298562027,1.4281644528393858,3.8115266268583947,5.1068181818181815,2.606945187165776,7.121805992450455,7.518950650759219,3.924041011388287,10.331398183297177,5.17224782576377,2.687956217943953,7.131733070690549,6.191778510562892,3.223171833828991,8.529254048723358,6.890980072715713,3.5936603719229936,9.476191961536166,2020-08-16
2.76208871557397,1.4317538995856691,3.814227699244454,5.111851211072664,2.6123509751494183,7.125677099716891,7.530279284164859,3.9354511252711495,10.339944007592187,5.179915260536683,2.6960848881290422,7.137579164498622,6.20077661525186,3.232324568161856,8.536043191518864,6.901352989092643,3.6041934218107405,9.48401620209405,2020-08-17
2.7659212771143067,1.4354987204484524,3.8170469778211054,5.117104435357031,2.6176443063856563,7.129764863164516,7.541713665943601,3.94720770065076,10.348651708242947,5.188121608563145,2.7040635917639193,7.143693228276217,6.209963480592323,3.2416517327457357,8.543016048507631,6.911941469811058,3.614940247948662,9.492030675699837,2020-08-18
2.7696807214233488,1.43947995369242,3.819907384840359,5.1229553318653664,2.6232860176156025,7.133368197546397,7.553670010845987,3.959472478308026,10.357375677874183,5.196171857578236,2.712295027131495,7.149729242548128,6.21944388800715,3.2513841163690156,8.549939712159263,6.922878628335287,3.6261269942185046,9.500036208849062,2020-08-19
2.7736046795028027,1.4433076407506704,3.822782415305873,5.128240012582573,2.62885891789871,7.137772098144069,7.56573888286334,3.9718477494577007,10.366348020607372,5.2049059689288635,2.7206518992046385,7.155854456255108,6.229213214786508,3.2611791377105255,8.557103294451206,6.934129696223154,3.63742822800151,9.508247571175964,2020-08-20
2.7773884962222763,1.4470765293687546,3.82583109919571,5.133894306385656,2.6344829348851837,7.141659326832336,7.5780422993492405,3.9848162960954445,10.375264845444683,5.213435664907456,2.729591169255928,7.1623453876458765,6.2389648211781745,3.2714296115382835,8.56428247838883,6.945367850118212,3.6493198299326486,9.516516003417237,2020-08-21
