ch-median,ch-p1,ch-p2,teen-median,teen-p1,teen-p2,adu-median,adu-p1,adu-p2,sen-median,sen-p1,sen-p2,all-median,all-p1,all-p2,adu+sen-median,adu+sen-p1,adu+sen-p2,time
4.874482086278333e-05,1.2186205215695833e-05,0.00010967584694126249,0.00012582573136206353,1.572821642025794e-05,0.0002988361119849009,0.000254880694143167,0.00013143980477223427,0.00040130151843817787,0.00013751579573329368,7.433286255853713e-05,0.00024920092172749564,0.00019646516788141208,0.00010397244864939826,0.0002951215002234309,0.00023145848648004291,0.00012014980231657161,0.0003517572964059365,2020-01-27
6.093102607847916e-05,1.2186205215695833e-05,0.00012186205215695832,0.0001651462724127084,1.572821642025794e-05,0.00038652091852783854,0.00030639913232104123,0.00017211225596529283,0.0004751898047722341,0.00017839887014048912,8.919943507024456e-05,0.0003016055898312642,0.0002442331694839515,0.0001347905141994237,0.0003608025024269226,0.00027616076927661773,0.00015288180716428585,0.0004272544851290406,2020-01-28
7.3117231294175e-05,2.4372410431391666e-05,0.00014623446258835,0.0001966027052532243,3.145643284051588e-05,0.0004561182761874803,0.00037689804772234276,0.00020465021691973967,0.0005700921908893707,0.00020813201516390397,0.0001150301048093362,0.0003458336430535939,0.0002943125260027428,0.00016009985053238207,0.000430952124135168,0.0003387439651918225,0.00018248465221623985,0.0005055331492261536,2020-01-29
8.530343650987083e-05,2.4372410431391666e-05,0.00018340238849622205,0.00025165146272412706,5.465555206039635e-05,0.0005909877319911918,0.00046095444685466375,0.0002453226681127983,0.000679975596529284,0.00026016501895487996,0.00014123243886122054,0.0004131048836690699,0.000355178205464043,0.00019010894186171934,0.0005193614496818034,0.0004142411539149266,0.00021730276359446088,0.0006040271789879401,2020-01-30
0.00010967584694126249,3.65586156470875e-05,0.0002257494516207652,0.0003302925448254168,7.038376848065428e-05,0.0007160270525322427,0.0005585683297180044,0.0002899945770065076,0.0008272776572668111,0.0003233479521296365,0.00016316063331598904,0.0005023043187393144,0.0004322233693391066,0.00022832334314375088,0.0006357381697150869,0.0005036457195080762,0.0002578825025331294,0.0007267101106629844,2020-01-31
0.00013404825737265417,3.65586156470875e-05,0.00025012186205215683,0.0003932054105064486,0.0001093111041207927,0.0008807801195344448,0.0006778741865509761,0.0003412418655097614,0.0009736984815618222,0.00038653088530439305,0.00020385787556678807,0.0006134319482643276,0.0005323820823766892,0.00026626808635221965,0.0007473380895881166,0.0006119245822820018,0.00030715435201557627,0.0008673732938628731,2020-02-01
0.00015842066780404583,4.813551060199854e-05,0.0002924689251767,0.0005033029254482541,0.00014902485058194403,0.0010553633217993074,0.0008242950108459869,0.0004024539045553146,0.0012083107375271147,0.0004682970341187839,0.00024065264253326395,0.0007284620530736639,0.0006487202798280352,0.00032312741729201657,0.0009378322572692112,0.0007370909741124113,0.00037008523235253216,0.00107295412552401,2020-02-02
0.00019497928345113332,6.671947355593468e-05,0.000365586156470875,0.0006055363321799307,0.00018795218622208242,0.0013176313306071078,0.0009883405639913231,0.0004689533622559653,0.0014547857917570498,0.0005649297554448821,0.00028841150672712405,0.0008438638221957927,0.0007758448002218901,0.0003847635483920674,0.0011054440112794118,0.000891065503745058,0.00043500288081378024,0.0012857369916357058,2020-02-03
0.00024372410431391665,9.748964172556666e-05,0.0004265171825493541,0.0007470902799622523,0.00028979238754325257,0.0016365209185278387,0.001218817787418655,0.0005658893709327549,0.0017782673535791757,0.0007061621943061028,0.00037166431279268564,0.001041403404445105,0.0009461146123857805,0.0004645438155846958,0.0013645083748093135,0.0010897423161742793,0.0005150199670196492,0.0015705898714561024,2020-02-04
0.0002985620277845479,0.00010967584694126249,0.0005188276870582497,0.0009201006605850896,0.00034444793960364896,0.00195855614973262,0.0014628524945770065,0.0006973291757049892,0.002134761388286334,0.000854827919423177,0.0004342897494982532,0.0012194306102728016,0.0011479729417384471,0.0005523367798203307,0.0016413701711943541,0.0012953728170385234,0.0006301531798223829,0.0018767011702064248,2020-02-05
0.0003777723616865708,0.00015202291006580551,0.0005977333658298803,0.0011402956904687008,0.0004403900597672224,0.0023922617175212327,0.0017380694143167028,0.0008384625813449024,0.0025458920824295013,0.0010443767189474466,0.0005351966104214673,0.001492046383706236,0.0013852720464736428,0.0006583894478943557,0.0019608379432023053,0.0015596129775693878,0.0007490612520612719,0.0022424651818886217,2020-02-06
0.0004508895929807458,0.0001827930782354375,0.000695223007555447,0.001352626612142183,0.0005414438502673796,0.0028550644856873224,0.002131236442516269,0.001011184924078091,0.0030589750542299346,0.0012450754478554968,0.0006314576674347729,0.0018179959860254219,0.0016734209593663805,0.0007846664714855849,0.0023852412284080925,0.0019172312399419863,0.0008962311008682177,0.0027081636302227156,2020-02-07
0.0005422861320984646,0.00024311479405313184,0.0008530343650987082,0.0017143755898081157,0.0007061969172695817,0.0033426391947153186,0.0025379609544468546,0.001207700650759219,0.0037067516268980477,0.0014829406080428158,0.000769159295324463,0.0021340964840556005,0.001986994776337889,0.0009568238901644145,0.002849553908501163,0.0022609421254445395,0.0010821429280988613,0.0032705680170067347,2020-02-08
0.0006580550816475749,0.0002738849622227638,0.0010114550329027542,0.0020210758100031455,0.0008544353570305128,0.003953287197231832,0.0030626355748373103,0.0014609544468546635,0.004512269522776573,0.0017765554151490373,0.0009046309373373968,0.0025589087935776397,0.0023961045965144767,0.0011375718446153134,0.003415103933926068,0.002694057576540242,0.0013007867601772195,0.0039349432777700515,2020-02-09
0.0007799171338045333,0.00035918839873263467,0.0011762734584450402,0.002492922302610884,0.0010199748348537275,0.004667741428122049,0.0036496746203904555,0.0017340021691973969,0.00539323481561822,0.0021110532966624545,0.0010611016130231176,0.0030307366386679545,0.0028807186772886267,0.0013645468973912508,0.004127925790098155,0.003204656984483341,0.0015519142510877556,0.004735461824250491,2020-02-10
0.0009261515963928833,0.00043870338776504997,0.0014142091152815012,0.0029883611198490093,0.001285781692356087,0.005598065429380306,0.0044441431670282,0.002057483731019523,0.006439194685466377,0.0025533338288857505,0.0012961792908644913,0.0036863524864342513,0.0034824414071528732,0.0016439511841841688,0.004994298657873244,0.0038861184511155703,0.001851270538215485,0.005702570877952833,2020-02-11
0.0011211308798440166,0.0005240068242749208,0.0016579332195954177,0.0036725385341302296,0.001634948096885813,0.00660309845863479,0.00535385032537961,0.0024523454446854663,0.007721122559652927,0.0031145469412027058,0.001560618449416487,0.0044512376421615985,0.004223615883630984,0.0019652680401251216,0.006009908008074332,0.004725527983629031,0.002208243100947688,0.006862247432102198,2020-02-12
0.0013404825737265416,0.000669631976602486,0.0019138435291250302,0.0045061340044039,0.001948726014469959,0.007814957533815663,0.006384219088937093,0.002952955531453363,0.00925535520607375,0.0037166431279268566,0.001862038207091355,0.005327622091726751,0.005037983265790406,0.002366904479405828,0.007169514769557914,0.00567222299485427,0.0026689249597679453,0.008191246299644368,2020-02-13
0.0015720204728247623,0.0008036802339751401,0.0023044114062880814,0.0054812834224598934,0.00235608681975464,0.00939407046240956,0.007689804772234274,0.0035209463123644256,0.011037418655097612,0.004463688396640154,0.002258789860997547,0.006386493718873111,0.006044963557637487,0.0028096445136138806,0.008601668798249534,0.006791766832892933,0.003162736177060775,0.00980792919158405,2020-02-14
0.001882768705825006,0.0009672800389958567,0.002741896173531562,0.006582258571877949,0.002905787983642655,0.011171752123309217,0.009221800433839479,0.004259625813449023,0.013237052603036873,0.005311083029807478,0.0026756113877945444,0.00769753958224931,0.007265358953418494,0.003404856927130684,0.010314382791192196,0.008171577295213875,0.0038231379015755077,0.011741998291379414,2020-02-15
0.0022727272727272726,0.0011692663904460151,0.00336339263953205,0.008052846807172066,0.0034885184020132117,0.013142497640767534,0.01106155097613883,0.0050944956616052065,0.015833853036876355,0.006440942540697242,0.0031470675685720657,0.009239946480338958,0.008688383130190918,0.004074032697967548,0.012415288842319367,0.009812647765879244,0.004577861442791012,0.014119365028907474,2020-02-16
0.002735803070923714,0.0013566292956373382,0.004021447721179625,0.009688581314878892,0.004323686693928908,0.015425055048757469,0.0132646420824295,0.006126152386117136,0.019051518438177872,0.0076600014866572514,0.0037621720062439605,0.011143611090463093,0.010414965252631093,0.004904541041958795,0.014937015578532133,0.011762660679872052,0.005490284703872211,0.016975989907217923,2020-02-17
0.003351206434316354,0.0015829880575188885,0.004919266390446014,0.011811890531613715,0.005229238754325259,0.018602154765649574,0.015817516268980477,0.007349105206073754,0.022777521691973966,0.009094625734037017,0.004426893629673678,0.013510369434326914,0.012488250612509053,0.005883746552228917,0.01788680524523475,0.014076252160610335,0.006559712315975602,0.02029841257226869,2020-02-18
0.004003168413356081,0.00189343163538874,0.0059115281501340485,0.014100346020761245,0.006321170179301667,0.02222279018559295,0.018946583514099783,0.008880558568329719,0.02743851681127982,0.010952947298000447,0.005341931167769271,0.016152902698282914,0.014970645792563601,0.00707563523737615,0.021517712683174872,0.016885542288359527,0.007914241153914928,0.024422098821846497,2020-02-19
0.00482573726541555,0.0022172800389958567,0.0071255788447477444,0.01713589178987103,0.0078047341931424975,0.02651344762503932,0.022772505422993493,0.010640591106290672,0.03299369577006507,0.013298149111722292,0.006284657697167918,0.01929420947000669,0.017969243570581075,0.008452933109388723,0.025875810900349776,0.020257087795283412,0.009440873780621063,0.02933209822581606,2020-02-20
0.005855471606141848,0.002679746526931513,0.008589142091152815,0.02065114815979868,0.009386599559609939,0.031986080528468075,0.027514913232104123,0.01266411334056399,0.039408825921908884,0.01593696573255036,0.007518583215639634,0.023271575113357614,0.02162657749973034,0.010099465306562708,0.03099704146570719,0.024384598573500487,0.01128881648222836,0.035141904913277566,2020-02-21
0.006964416280770169,0.0031833414574701444,0.010303741165001221,0.02468543567159484,0.0113353255740799,0.038148395721925125,0.03264506507592191,0.015228646963123644,0.047369170281995644,0.01921132832825392,0.008862893035010777,0.028011410094402736,0.025747723315407492,0.012114889748370494,0.03727237006333112,0.029016748455287785,0.013527208789462182,0.04224524665726262,2020-02-22
0.008432854009261515,0.003977272727272727,0.012436022422617595,0.02958477508650519,0.013986316451714376,0.045632667505504876,0.039303145336225594,0.01836090021691974,0.057028945227765714,0.022957704601204193,0.01055192150449714,0.03348844123987215,0.0310276283957656,0.01456689061127633,0.04477934265066181,0.034934337313492145,0.016273717044483736,0.05072869687878727,2020-02-23
0.010114550329027541,0.004830611747501828,0.014895198635145017,0.03582887700534759,0.016762739855300413,0.054829742057250705,0.04713530368763558,0.0220990374186551,0.06853084327548806,0.027529175648554227,0.012710176168884264,0.04010592432914591,0.03718661879593818,0.01753929303357628,0.053900989259904136,0.041871138219458405,0.019589583374724336,0.06093735720104105,2020-02-24
0.012155739702656593,0.0058502924689251765,0.017982269071411164,0.043079584775086506,0.020052689525007862,0.06555992450456118,0.05649945770065076,0.026461428958785248,0.08220532809110627,0.03262841002006987,0.01509050026016502,0.047840630342674495,0.04455830007550426,0.020980592323219874,0.06475703807571996,0.050119206087457534,0.023422208094093337,0.07313879562116302,2020-02-25
0.014568608335364367,0.006943699731903484,0.02157902754082379,0.051808744888329664,0.02401148159798679,0.07847868826675056,0.06757727765726682,0.03169963394793926,0.09873590021691972,0.039236601501523825,0.018057496469189027,0.0572002527317327,0.05343159159899533,0.025091991925666825,0.07775236143427275,0.059993443665189834,0.028053364591818487,0.08778316412691471,2020-02-26
0.017529856202778454,0.008248842310504509,0.025503899585669017,0.06200849323686694,0.028909641396665613,0.09353963510537905,0.08096664859002169,0.03798454446854664,0.11851959056399128,0.04746524938675389,0.021696647587898615,0.0689732773359102,0.06402144937362282,0.030111908100528526,0.0933673359323235,0.07191901933125384,0.03363111676236266,0.10534986986668782,2020-02-27
